file	v7_label	v7_teacher_n	v7_other_n	v7_exact_agreement	v7_overlap_agreement	v7_additions	v7_removals	v7_type_changes	v7_boundary_changes	v7_assertion_changes	v7_candidate_changes	v7_teacher_by_type	v7_other_by_type	v10_label	v10_teacher_n	v10_other_n	v10_exact_agreement	v10_overlap_agreement	v10_additions	v10_removals	v10_type_changes	v10_boundary_changes	v10_assertion_changes	v10_candidate_changes	v10_teacher_by_type	v10_other_by_type
69	v7	22	29	9	11	13	20	10	7	3	1	"{""CHẨN_ĐOÁN"": 10, ""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TÊN_XÉT_NGHIỆM"": 10, ""TRIỆU_CHỨNG"": 16, ""THUỐC"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	22	29	9	11	13	20	10	7	3	1	"{""CHẨN_ĐOÁN"": 10, ""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TÊN_XÉT_NGHIỆM"": 10, ""TRIỆU_CHỨNG"": 16, ""THUỐC"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
7	v7	17	57	11	13	6	46	4	5	2	1	"{""CHẨN_ĐOÁN"": 3, ""THUỐC"": 1, ""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TRIỆU_CHỨNG"": 46, ""CHẨN_ĐOÁN"": 1, ""THUỐC"": 1, ""TÊN_XÉT_NGHIỆM"": 8, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	17	57	11	13	6	46	4	5	2	1	"{""CHẨN_ĐOÁN"": 3, ""THUỐC"": 1, ""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TRIỆU_CHỨNG"": 46, ""CHẨN_ĐOÁN"": 1, ""THUỐC"": 1, ""TÊN_XÉT_NGHIỆM"": 8, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
70	v7	56	64	33	39	23	31	7	7	3	3	"{""TRIỆU_CHỨNG"": 17, ""THUỐC"": 3, ""CHẨN_ĐOÁN"": 5, ""TÊN_XÉT_NGHIỆM"": 19, ""KẾT_QUẢ_XÉT_NGHIỆM"": 12}"	"{""TRIỆU_CHỨNG"": 30, ""THUỐC"": 5, ""TÊN_XÉT_NGHIỆM"": 21, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8}"	v10	56	64	33	39	23	31	7	7	3	3	"{""TRIỆU_CHỨNG"": 17, ""THUỐC"": 3, ""CHẨN_ĐOÁN"": 5, ""TÊN_XÉT_NGHIỆM"": 19, ""KẾT_QUẢ_XÉT_NGHIỆM"": 12}"	"{""TRIỆU_CHỨNG"": 30, ""THUỐC"": 5, ""TÊN_XÉT_NGHIỆM"": 21, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8}"
71	v7	29	36	12	16	17	24	15	6	7	8	"{""CHẨN_ĐOÁN"": 11, ""THUỐC"": 2, ""TRIỆU_CHỨNG"": 10, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 3}"	"{""TRIỆU_CHỨNG"": 27, ""CHẨN_ĐOÁN"": 5, ""TÊN_XÉT_NGHIỆM"": 2, ""THUỐC"": 2}"	v10	29	36	12	16	17	24	15	6	7	8	"{""CHẨN_ĐOÁN"": 11, ""THUỐC"": 2, ""TRIỆU_CHỨNG"": 10, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 3}"	"{""TRIỆU_CHỨNG"": 27, ""CHẨN_ĐOÁN"": 5, ""TÊN_XÉT_NGHIỆM"": 2, ""THUỐC"": 2}"
72	v7	25	26	7	13	18	19	4	8	2	2	"{""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 11, ""KẾT_QUẢ_XÉT_NGHIỆM"": 7, ""CHẨN_ĐOÁN"": 5}"	"{""TÊN_XÉT_NGHIỆM"": 18, ""TRIỆU_CHỨNG"": 6, ""THUỐC"": 1, ""CHẨN_ĐOÁN"": 1}"	v10	25	26	7	13	18	19	4	8	2	2	"{""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 11, ""KẾT_QUẢ_XÉT_NGHIỆM"": 7, ""CHẨN_ĐOÁN"": 5}"	"{""TÊN_XÉT_NGHIỆM"": 18, ""TRIỆU_CHỨNG"": 6, ""THUỐC"": 1, ""CHẨN_ĐOÁN"": 1}"
73	v7	28	42	18	18	10	24	11	6	7	11	"{""TRIỆU_CHỨNG"": 7, ""CHẨN_ĐOÁN"": 14, ""THUỐC"": 7}"	"{""TRIỆU_CHỨNG"": 22, ""CHẨN_ĐOÁN"": 4, ""TÊN_XÉT_NGHIỆM"": 7, ""THUỐC"": 9}"	v10	28	42	18	18	10	24	11	6	7	11	"{""TRIỆU_CHỨNG"": 7, ""CHẨN_ĐOÁN"": 14, ""THUỐC"": 7}"	"{""TRIỆU_CHỨNG"": 22, ""CHẨN_ĐOÁN"": 4, ""TÊN_XÉT_NGHIỆM"": 7, ""THUỐC"": 9}"
74	v7	26	43	14	21	12	29	5	9	21	3	"{""THUỐC"": 3, ""CHẨN_ĐOÁN"": 2, ""TRIỆU_CHỨNG"": 17, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	"{""TÊN_XÉT_NGHIỆM"": 8, ""THUỐC"": 6, ""TRIỆU_CHỨNG"": 27, ""CHẨN_ĐOÁN"": 1, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	26	43	14	21	12	29	5	9	21	3	"{""THUỐC"": 3, ""CHẨN_ĐOÁN"": 2, ""TRIỆU_CHỨNG"": 17, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	"{""TÊN_XÉT_NGHIỆM"": 8, ""THUỐC"": 6, ""TRIỆU_CHỨNG"": 27, ""CHẨN_ĐOÁN"": 1, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
75	v7	26	44	14	20	12	30	1	6	12	0	"{""CHẨN_ĐOÁN"": 1, ""TRIỆU_CHỨNG"": 10, ""TÊN_XÉT_NGHIỆM"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 6, ""THUỐC"": 5}"	"{""TRIỆU_CHỨNG"": 12, ""TÊN_XÉT_NGHIỆM"": 21, ""THUỐC"": 9, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	v10	26	44	15	20	11	29	1	5	12	0	"{""CHẨN_ĐOÁN"": 1, ""TRIỆU_CHỨNG"": 10, ""TÊN_XÉT_NGHIỆM"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 6, ""THUỐC"": 5}"	"{""TRIỆU_CHỨNG"": 12, ""TÊN_XÉT_NGHIỆM"": 21, ""THUỐC"": 9, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"
76	v7	33	42	18	25	15	24	5	7	6	8	"{""CHẨN_ĐOÁN"": 4, ""THUỐC"": 6, ""TRIỆU_CHỨNG"": 13, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5}"	"{""TRIỆU_CHỨNG"": 23, ""TÊN_XÉT_NGHIỆM"": 8, ""THUỐC"": 7, ""KẾT_QUẢ_XÉT_NGHIỆM"": 4}"	v10	33	42	18	25	15	24	5	7	6	8	"{""CHẨN_ĐOÁN"": 4, ""THUỐC"": 6, ""TRIỆU_CHỨNG"": 13, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5}"	"{""TRIỆU_CHỨNG"": 23, ""TÊN_XÉT_NGHIỆM"": 8, ""THUỐC"": 7, ""KẾT_QUẢ_XÉT_NGHIỆM"": 4}"
77	v7	17	25	7	12	10	18	3	8	6	3	"{""TRIỆU_CHỨNG"": 11, ""CHẨN_ĐOÁN"": 3, ""THUỐC"": 3}"	"{""THUỐC"": 8, ""TRIỆU_CHỨNG"": 13, ""CHẨN_ĐOÁN"": 3, ""TÊN_XÉT_NGHIỆM"": 1}"	v10	17	25	7	12	10	18	3	8	6	3	"{""TRIỆU_CHỨNG"": 11, ""CHẨN_ĐOÁN"": 3, ""THUỐC"": 3}"	"{""THUỐC"": 8, ""TRIỆU_CHỨNG"": 13, ""CHẨN_ĐOÁN"": 3, ""TÊN_XÉT_NGHIỆM"": 1}"
78	v7	15	16	8	10	7	8	3	2	1	0	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 9, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TRIỆU_CHỨNG"": 14, ""TÊN_XÉT_NGHIỆM"": 2}"	v10	15	16	8	10	7	8	3	2	1	0	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 9, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TRIỆU_CHỨNG"": 14, ""TÊN_XÉT_NGHIỆM"": 2}"
79	v7	4	8	2	2	2	6	2	0	1	0	"{""CHẨN_ĐOÁN"": 2, ""TRIỆU_CHỨNG"": 2}"	"{""TRIỆU_CHỨNG"": 4, ""TÊN_XÉT_NGHIỆM"": 4}"	v10	4	8	2	2	2	6	2	0	1	0	"{""CHẨN_ĐOÁN"": 2, ""TRIỆU_CHỨNG"": 2}"	"{""TRIỆU_CHỨNG"": 4, ""TÊN_XÉT_NGHIỆM"": 4}"
8	v7	9	11	4	6	5	7	1	2	0	0	"{""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2, ""TRIỆU_CHỨNG"": 4}"	"{""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	9	11	4	6	5	7	1	2	0	0	"{""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2, ""TRIỆU_CHỨNG"": 4}"	"{""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
80	v7	6	10	1	4	5	9	0	3	1	0	"{""TRIỆU_CHỨNG"": 1, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 3}"	"{""TRIỆU_CHỨNG"": 3, ""CHẨN_ĐOÁN"": 2, ""TÊN_XÉT_NGHIỆM"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	6	10	1	4	5	9	0	3	1	0	"{""TRIỆU_CHỨNG"": 1, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 3}"	"{""TRIỆU_CHỨNG"": 3, ""CHẨN_ĐOÁN"": 2, ""TÊN_XÉT_NGHIỆM"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
81	v7	6	8	2	5	4	6	1	3	0	1	"{""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TRIỆU_CHỨNG"": 1, ""CHẨN_ĐOÁN"": 1, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	6	8	2	5	4	6	1	3	0	1	"{""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TRIỆU_CHỨNG"": 1, ""CHẨN_ĐOÁN"": 1, ""TÊN_XÉT_NGHIỆM"": 5, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
82	v7	29	37	16	23	13	21	3	5	7	4	"{""CHẨN_ĐOÁN"": 5, ""TRIỆU_CHỨNG"": 16, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5}"	"{""TRIỆU_CHỨNG"": 20, ""CHẨN_ĐOÁN"": 3, ""TÊN_XÉT_NGHIỆM"": 11, ""THUỐC"": 1, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	v10	29	37	16	23	13	21	3	5	7	4	"{""CHẨN_ĐOÁN"": 5, ""TRIỆU_CHỨNG"": 16, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5}"	"{""TRIỆU_CHỨNG"": 20, ""CHẨN_ĐOÁN"": 3, ""TÊN_XÉT_NGHIỆM"": 11, ""THUỐC"": 1, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"
83	v7	7	8	4	6	3	4	1	2	0	1	"{""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 2, ""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1}"	"{""TRIỆU_CHỨNG"": 3, ""TÊN_XÉT_NGHIỆM"": 3, ""CHẨN_ĐOÁN"": 1, ""THUỐC"": 1}"	v10	7	8	5	6	2	3	1	1	0	2	"{""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 2, ""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1}"	"{""TRIỆU_CHỨNG"": 3, ""TÊN_XÉT_NGHIỆM"": 3, ""CHẨN_ĐOÁN"": 1, ""THUỐC"": 1}"
84	v7	39	42	21	26	18	21	9	7	0	8	"{""CHẨN_ĐOÁN"": 6, ""TRIỆU_CHỨNG"": 13, ""TÊN_XÉT_NGHIỆM"": 9, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8, ""THUỐC"": 3}"	"{""TRIỆU_CHỨNG"": 17, ""CHẨN_ĐOÁN"": 1, ""TÊN_XÉT_NGHIỆM"": 14, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5, ""THUỐC"": 5}"	v10	39	42	21	26	18	21	9	7	0	8	"{""CHẨN_ĐOÁN"": 6, ""TRIỆU_CHỨNG"": 13, ""TÊN_XÉT_NGHIỆM"": 9, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8, ""THUỐC"": 3}"	"{""TRIỆU_CHỨNG"": 17, ""CHẨN_ĐOÁN"": 1, ""TÊN_XÉT_NGHIỆM"": 14, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5, ""THUỐC"": 5}"
85	v7	10	16	2	4	8	14	5	3	8	4	"{""CHẨN_ĐOÁN"": 7, ""TRIỆU_CHỨNG"": 1, ""THUỐC"": 2}"	"{""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 7, ""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1}"	v10	10	16	2	4	8	14	5	3	8	4	"{""CHẨN_ĐOÁN"": 7, ""TRIỆU_CHỨNG"": 1, ""THUỐC"": 2}"	"{""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 7, ""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1}"
86	v7	14	17	5	7	9	12	3	3	2	2	"{""CHẨN_ĐOÁN"": 6, ""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 2}"	"{""TRIỆU_CHỨNG"": 10, ""TÊN_XÉT_NGHIỆM"": 7}"	v10	14	17	6	8	8	11	2	2	2	3	"{""CHẨN_ĐOÁN"": 6, ""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 2}"	"{""TRIỆU_CHỨNG"": 9, ""TÊN_XÉT_NGHIỆM"": 7, ""CHẨN_ĐOÁN"": 1}"
87	v7	17	19	2	3	15	17	8	5	0	8	"{""TRIỆU_CHỨNG"": 11, ""CHẨN_ĐOÁN"": 5, ""THUỐC"": 1}"	"{""TRIỆU_CHỨNG"": 10, ""CHẨN_ĐOÁN"": 3, ""TÊN_XÉT_NGHIỆM"": 4, ""THUỐC"": 2}"	v10	17	19	2	4	15	17	7	5	0	8	"{""TRIỆU_CHỨNG"": 11, ""CHẨN_ĐOÁN"": 5, ""THUỐC"": 1}"	"{""TRIỆU_CHỨNG"": 9, ""CHẨN_ĐOÁN"": 4, ""TÊN_XÉT_NGHIỆM"": 4, ""THUỐC"": 2}"
88	v7	17	24	8	9	9	16	7	7	5	6	"{""CHẨN_ĐOÁN"": 5, ""THUỐC"": 2, ""TRIỆU_CHỨNG"": 10}"	"{""TRIỆU_CHỨNG"": 16, ""TÊN_XÉT_NGHIỆM"": 3, ""THUỐC"": 4, ""CHẨN_ĐOÁN"": 1}"	v10	17	24	11	12	6	13	4	4	5	6	"{""CHẨN_ĐOÁN"": 5, ""THUỐC"": 2, ""TRIỆU_CHỨNG"": 10}"	"{""TRIỆU_CHỨNG"": 13, ""CHẨN_ĐOÁN"": 4, ""TÊN_XÉT_NGHIỆM"": 3, ""THUỐC"": 4}"
89	v7	7	25	3	6	4	22	1	3	3	1	"{""THUỐC"": 2, ""TRIỆU_CHỨNG"": 3, ""TÊN_XÉT_NGHIỆM"": 1, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TÊN_XÉT_NGHIỆM"": 12, ""TRIỆU_CHỨNG"": 7, ""THUỐC"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1, ""CHẨN_ĐOÁN"": 1}"	v10	7	25	3	6	4	22	1	3	3	1	"{""THUỐC"": 2, ""TRIỆU_CHỨNG"": 3, ""TÊN_XÉT_NGHIỆM"": 1, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	"{""TÊN_XÉT_NGHIỆM"": 12, ""TRIỆU_CHỨNG"": 7, ""THUỐC"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1, ""CHẨN_ĐOÁN"": 1}"
9	v7	18	21	8	10	10	13	4	5	10	2	"{""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1, ""TRIỆU_CHỨNG"": 4, ""TÊN_XÉT_NGHIỆM"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 7}"	"{""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1, ""TRIỆU_CHỨNG"": 9, ""TÊN_XÉT_NGHIỆM"": 7, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	v10	18	21	8	10	10	13	4	5	10	2	"{""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1, ""TRIỆU_CHỨNG"": 4, ""TÊN_XÉT_NGHIỆM"": 4, ""KẾT_QUẢ_XÉT_NGHIỆM"": 7}"	"{""CHẨN_ĐOÁN"": 2, ""THUỐC"": 1, ""TRIỆU_CHỨNG"": 9, ""TÊN_XÉT_NGHIỆM"": 7, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"
90	v7	1	7	1	1	0	6	0	0	0	0	"{""TRIỆU_CHỨNG"": 1}"	"{""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 1}"	v10	1	7	1	1	0	6	0	0	0	0	"{""TRIỆU_CHỨNG"": 1}"	"{""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 1}"
91	v7	26	30	6	12	20	24	8	7	3	5	"{""CHẨN_ĐOÁN"": 6, ""THUỐC"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8, ""TÊN_XÉT_NGHIỆM"": 3, ""TRIỆU_CHỨNG"": 7}"	"{""TRIỆU_CHỨNG"": 12, ""TÊN_XÉT_NGHIỆM"": 10, ""CHẨN_ĐOÁN"": 2, ""THUỐC"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 3}"	v10	26	30	6	12	20	24	8	7	3	5	"{""CHẨN_ĐOÁN"": 6, ""THUỐC"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8, ""TÊN_XÉT_NGHIỆM"": 3, ""TRIỆU_CHỨNG"": 7}"	"{""TRIỆU_CHỨNG"": 12, ""TÊN_XÉT_NGHIỆM"": 10, ""CHẨN_ĐOÁN"": 2, ""THUỐC"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 3}"
92	v7	13	11	1	5	12	10	4	6	6	0	"{""CHẨN_ĐOÁN"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 4, ""TÊN_XÉT_NGHIỆM"": 4, ""TRIỆU_CHỨNG"": 2}"	"{""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"	v10	13	11	1	5	12	10	4	6	6	0	"{""CHẨN_ĐOÁN"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 4, ""TÊN_XÉT_NGHIỆM"": 4, ""TRIỆU_CHỨNG"": 2}"	"{""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 3, ""KẾT_QUẢ_XÉT_NGHIỆM"": 1}"
93	v7	6	8	2	2	4	6	3	3	0	1	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 3}"	"{""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 1, ""THUỐC"": 1}"	v10	6	8	2	2	4	6	3	3	0	1	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 3}"	"{""TRIỆU_CHỨNG"": 6, ""TÊN_XÉT_NGHIỆM"": 1, ""THUỐC"": 1}"
94	v7	27	27	14	19	13	13	2	7	5	1	"{""CHẨN_ĐOÁN"": 1, ""THUỐC"": 6, ""TRIỆU_CHỨNG"": 14, ""KẾT_QUẢ_XÉT_NGHIỆM"": 6}"	"{""TRIỆU_CHỨNG"": 19, ""TÊN_XÉT_NGHIỆM"": 2, ""THUỐC"": 6}"	v10	27	27	14	19	13	13	2	7	5	0	"{""CHẨN_ĐOÁN"": 1, ""THUỐC"": 6, ""TRIỆU_CHỨNG"": 14, ""KẾT_QUẢ_XÉT_NGHIỆM"": 6}"	"{""TRIỆU_CHỨNG"": 19, ""TÊN_XÉT_NGHIỆM"": 2, ""THUỐC"": 6}"
95	v7	11	16	5	10	6	11	0	5	9	0	"{""TRIỆU_CHỨNG"": 11}"	"{""TRIỆU_CHỨNG"": 15, ""CHẨN_ĐOÁN"": 1}"	v10	11	16	5	10	6	11	0	5	9	0	"{""TRIỆU_CHỨNG"": 11}"	"{""TRIỆU_CHỨNG"": 15, ""CHẨN_ĐOÁN"": 1}"
96	v7	46	51	14	29	32	37	11	20	8	13	"{""CHẨN_ĐOÁN"": 9, ""TRIỆU_CHỨNG"": 16, ""THUỐC"": 5, ""TÊN_XÉT_NGHIỆM"": 8, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8}"	"{""CHẨN_ĐOÁN"": 8, ""TRIỆU_CHỨNG"": 21, ""TÊN_XÉT_NGHIỆM"": 10, ""THUỐC"": 7, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5}"	v10	46	51	15	30	31	36	10	19	8	13	"{""CHẨN_ĐOÁN"": 9, ""TRIỆU_CHỨNG"": 16, ""THUỐC"": 5, ""TÊN_XÉT_NGHIỆM"": 8, ""KẾT_QUẢ_XÉT_NGHIỆM"": 8}"	"{""CHẨN_ĐOÁN"": 9, ""TRIỆU_CHỨNG"": 20, ""TÊN_XÉT_NGHIỆM"": 10, ""THUỐC"": 7, ""KẾT_QUẢ_XÉT_NGHIỆM"": 5}"
97	v7	34	37	23	28	11	14	3	5	0	2	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 13, ""TÊN_XÉT_NGHIỆM"": 11, ""KẾT_QUẢ_XÉT_NGHIỆM"": 7}"	"{""TRIỆU_CHỨNG"": 19, ""CHẨN_ĐOÁN"": 1, ""TÊN_XÉT_NGHIỆM"": 13, ""KẾT_QUẢ_XÉT_NGHIỆM"": 4}"	v10	34	37	23	28	11	14	3	4	0	3	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 13, ""TÊN_XÉT_NGHIỆM"": 11, ""KẾT_QUẢ_XÉT_NGHIỆM"": 7}"	"{""TRIỆU_CHỨNG"": 18, ""CHẨN_ĐOÁN"": 2, ""TÊN_XÉT_NGHIỆM"": 13, ""KẾT_QUẢ_XÉT_NGHIỆM"": 4}"
98	v7	9	11	2	4	7	9	3	2	5	2	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	"{""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 3, ""CHẨN_ĐOÁN"": 1}"	v10	9	11	2	4	7	9	3	2	5	2	"{""CHẨN_ĐOÁN"": 3, ""TRIỆU_CHỨNG"": 2, ""TÊN_XÉT_NGHIỆM"": 2, ""KẾT_QUẢ_XÉT_NGHIỆM"": 2}"	"{""TRIỆU_CHỨNG"": 7, ""TÊN_XÉT_NGHIỆM"": 3, ""CHẨN_ĐOÁN"": 1}"
99	v7	7	11	6	7	1	5	1	0	6	1	"{""CHẨN_ĐOÁN"": 1, ""TRIỆU_CHỨNG"": 6}"	"{""TRIỆU_CHỨNG"": 7, ""CHẨN_ĐOÁN"": 2, ""TÊN_XÉT_NGHIỆM"": 2}"	v10	7	11	6	7	1	5	1	0	6	1	"{""CHẨN_ĐOÁN"": 1, ""TRIỆU_CHỨNG"": 6}"	"{""TRIỆU_CHỨNG"": 7, ""CHẨN_ĐOÁN"": 2, ""TÊN_XÉT_NGHIỆM"": 2}"
